chunk_id,sum_nats,n_bytes
span_01096,509.375031,800
span_01097,518.850708,800
span_01098,444.772888,800
span_01099,485.281403,800
span_01100,512.836914,800
span_01101,477.811584,800
span_01102,485.056885,800
span_01103,475.752350,800
span_01104,523.897522,800
span_01105,564.919067,800
span_01106,509.273132,800
span_01107,529.281433,800
span_01108,488.131836,800
span_01109,547.069153,800
span_01110,448.399902,800
span_01111,547.092834,800
span_01112,456.481140,800
span_01113,517.206787,800
span_01114,529.411133,800
span_01115,425.241547,800
span_01116,444.832642,800
span_01117,511.780701,800
span_01118,455.396942,800
span_01119,483.898743,800
span_01120,573.729553,800
span_01121,489.532623,800
span_01122,515.348206,800
span_01123,493.593384,800
span_01124,806.571411,800
span_01125,309.664154,800
span_01126,552.515808,800
span_01127,535.080444,800
span_01128,648.373230,800
span_01129,632.579468,800
span_01130,625.593018,800
span_01131,659.170288,800
span_01132,579.058228,800
span_01133,480.166138,800
span_01134,552.160095,800
span_01135,568.011597,800
span_01136,535.174072,800
span_01137,613.921448,800
span_01138,588.270508,800
span_01139,601.982300,800
span_01140,481.631348,800
span_01141,615.853333,800
span_01142,702.757812,800
span_01143,435.586670,800
span_01144,496.730408,800
span_01145,476.842590,800
span_01146,524.079224,800
span_01147,518.921814,800
span_01148,540.547485,800
span_01149,500.687622,800
span_01150,377.187683,800
span_01151,420.331787,800
span_01152,484.491150,800
span_01153,651.682434,800
